layer,transmission_time,transmission_data,computation_time
0,0.07914912700653076,0.34409523010253906,56.98239803314209
1,0.03555107116699219,0.1307373046875,20.26653289794922
2,0.05081009864807129,0.142822265625,21.691441535949707
3,0.06158876419067383,0.22216796875,24.562954902648926
4,0.0336836576461792,0.138671875,26.50320529937744
5,0.005176424980163574,0.01760101318359375,438.1335973739624
