layer,transmission_time,transmission_data,computation_time
0,0.16866755485534668,0.38054466247558594,67.0623779296875
1,0.061948418617248535,0.142822265625,27.272939682006836
2,0.06854283809661865,0.17138671875,26.207566261291504
3,0.07673478126525879,0.1904296875,27.712106704711914
4,0.03854787349700928,0.087890625,23.41592311859131
5,0.014084815979003906,0.0176239013671875,710.7405662536621
